Date,StreamOut_Q,HortSroff2Stream_Q,DunnSroff2Stream_Q,Interflow2Stream_Q,Stream2Unsat_Q,StreamExchng2Sat_Q,Canopy_S,SnowPweqv_S,Imperv_S,Dprst_S,Cap_S,Grav_S,Unsat_S,Sat_S,UnsatStream_S,Lake_S,Stream_S,Precip_Q,NetBoundaryFlow2Sat_Q,NetWellFlow_Q,BoundaryStreamFlow_Q,CanopyEvap_Q,SnowEvap_Q,ImpervEvap_Q,DprstEvap_Q,CapET_Q,SwaleEvap_Q,UnsatET_Q,SatET_Q,LakeEvap_Q,DunnInterflow2Lake_Q,HortSroff2Lake_Q,Lake2Unsat_Q,LakeExchng2Sat_Q,SoilDrainage2Unsat_Q,Sat2Grav_Q,RechargeUnsat2Sat_Q,Infil2Soil_Q
2/1/1982,20060.27,0,0,13680.38,0,-6379.96,48106.66,17432860,0,0,2413346,92696.62,8477388,161762600,42.06,0,0,0,-723,0,0,9269.66,0.77,0,0,0,0,0,0,0,0,0,0,0,3871.7,17255.27,17842.57,0
2/2/1982,19998.05,0,0,13648.41,0,-6349.7,22467.28,17432760,0,0,2413346,92456.58,8463450,161756000,42.13,0,0,0,-722.97,0,0,25639.38,97.37,0,0,0,0,0,0,0,0,0,0,0,3814.72,17223.11,17753.09,0
2/3/1982,19940.11,0,0,13618.94,0,-6321.24,12300.65,17425350,0,0,2413346,92167.05,8449775,161749400,42.2,0,0,0,-722.95,0,0,10166.63,7414.23,0,0,0,0,0,0,0,0,0,0,0,3862.78,17192.09,17538.18,0
2/4/1982,19882.99,0,0,13591.52,0,-6291.54,8496.8,17417940,0,0,2413346,91906.68,8436311,161742500,42.27,0,0,0,-722.92,0,0,3803.86,7413.01,0,0,0,0,0,0,0,0,0,0,0,3830.8,17161.9,17295.12,0
2/5/1982,19829.36,0,0,13565.29,0,-6264.13,8496.8,17417940,0,0,2413346,91700.05,8423108,161735400,42.33,0,0,0,-722.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3773.57,17132.06,16977.04,0
2/6/1982,19777.96,0,0,13540.34,0,-6237.66,8496.8,17417940,0,0,2413346,91435.52,8410273,161728000,42.38,0,0,0,-722.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826.73,17102.62,16662.62,0
2/7/1982,19728.07,0,0,13516.53,0,-6211.59,7184.78,17412540,0,0,2413346,91291.86,8397608,161720300,42.43,0,0,0,-722.86,0,0,1312.02,5395.6,0,0,0,0,0,0,0,0,0,0,0,3701.01,17073.77,16366.25,0
2/8/1982,19678.85,0,0,13493.59,0,-6185.32,3722.64,17400720,0,0,2413346,91047.14,8385330,161712500,42.49,0,0,0,-722.84,0,0,3462.13,11824.9,0,0,0,0,0,0,0,0,0,0,0,3796.96,17045.39,16076.08,0
2/9/1982,19631.22,0,0,13471.16,0,-6160.11,11303.81,17393570,0,0,2413346,90857.48,8373094,161704600,42.55,0,0,7658.81,-722.83,0,0,0,7223.13,0,0,0,0,0,0,0,0,0,0,0,3736.08,17017.59,15973.03,0
2/10/1982,19586.09,0,0,13449.24,0,-6136.9,4958.49,17392540,0,0,2413346,90649.86,8361016,161696500,42.6,0,0,0,-722.81,0,0,6345.32,1033.58,0,0,0,0,0,0,0,0,0,0,0,3749.05,16990.41,15827.31,0
2/11/1982,19542.05,0,0,13428.22,0,-6113.88,3940.29,17387250,0,0,2413346,90344.06,8349238,161688400,42.65,0,0,0,-722.79,0,0,1018.2,5282.26,0,0,0,0,0,0,0,0,0,0,0,3841.03,16963.48,15620.17,0
2/12/1982,19495.75,0,0,13406.49,0,-6089.29,832.78,17364950,0,0,2413346,90233.88,8337407,161680100,42.7,0,0,0,-722.77,0,0,3107.5,22303.15,0,0,0,0,0,0,0,0,0,0,0,3640.58,16936.84,15472.31,0
2/13/1982,19723.02,0,0,13638.7,0,-6084.35,67749.91,17626060,0,0,2413346,91035.78,8326229,161671800,42.73,0,0,352305.2,-722.78,0,0,0,22527.73,0,0,0,0,0,0,0,0,0,0,0,4233.39,16917.39,15412.23,1756.49
2/14/1982,33182.91,0,0,27177.17,0,-6005.46,57799.37,17798960,0,0,2413346,144855.1,8326318,161665200,42.45,0,0,268058.3,-723.6,0,0,0,23955.24,0,0,0,0,0,0,0,0,0,0,0,17302.41,17148.82,17214.42,81145.88
2/15/1982,468048.6,66989.83,128529,274014.2,0,1488.34,56664.98,18858400,0,0,2413346,505955.5,8382513,161672100,38.6,0,0,1975973,-734.17,0,0,0,24668.46,0,0,0,0,0,0,0,0,0,0,0,81409.33,19032.53,25214.1,826008.1
2/16/1982,827353.4,2712.31,370785.9,457208.6,0,3355.14,45754.87,19117580,0,0,2413337,843530.3,8480829,161685900,36.66,0,0,1554738,-746.07,0,0,0,28582.33,0,0,9.29,0,0,0,0,0,0,0,0,130603.7,20977.42,32286.77,1275178
2/17/1982,166969.4,0,0,154180.7,0,-12791.09,5773.47,18969130,0,0,2413242,726122.7,8564143,161684100,39.05,0,0,0,-743.08,0,0,39981.4,16633.49,0,0,104.49,0,0,0,0,0,0,0,0,114602.2,19549.39,31283.72,131814.7
2/18/1982,111814.1,0,0,99410.74,0,-12404.06,74.76,18885090,0,0,2413181,595883.3,8629785,161682600,39.76,0,0,0,-740.05,0,0,5698.7,37505.2,0,0,164.95,0,0,0,0,0,0,0,0,96606.52,19333.7,30958.85,46537.35
2/19/1982,148446.5,0,0,138379.2,0,-10067.21,0,18548620,0,0,2412930,627622.3,8699955,161684300,39.64,0,0,0,-739.03,0,0,74.76,83523.42,0,0,415.93,0,0,0,0,0,0,0,0,102301.4,19624.1,32129.26,252946.7
2/20/1982,150762.5,0,0,140746.4,0,-10016.08,0,18222040,0,0,2412585,648810.7,8767579,161688800,39.64,0,0,0,-738.59,0,0,0,81321.9,0,0,760.91,0,0,0,0,0,0,0,0,102740,19822.2,35113.52,245256.8
2/21/1982,157467.6,0,0,147311.4,0,-10156.24,0,17878780,0,0,2412150,671365.1,8839965,161696000,39.64,0,0,0,-738.85,0,0,0,82164.36,0,0,1196.16,0,0,0,0,0,0,0,0,110495.8,20018.25,38107.38,261091.7
2/22/1982,149012.8,0,0,138224.9,0,-10788.07,0,17582680,0,0,2411861,673020.6,8906151,161704300,39.74,0,0,0,-739.51,0,0,0,69002.99,0,0,1485.68,0,0,0,0,0,0,0,0,106164.9,20132.27,39975.21,227096.8
2/23/1982,92368.89,0,0,79950.87,0,-12418.51,0,17512770,0,0,2412133,551775.8,8955251,161710900,40.22,0,0,0,-738.02,0,0,0,40767.23,0,0,1213.27,0,0,0,0,0,0,0,0,88847.46,19885.39,39740.62,29142.14
2/24/1982,77888.62,0,0,65853.74,0,-12035.28,0,17422490,0,0,2411936,471317.2,8995387,161717800,40.61,0,0,0,-736.86,0,0,0,43850.46,0,0,1410.26,0,0,0,0,0,0,0,0,79593.71,19763.73,39452.49,46430.55
2/25/1982,72803.46,0,0,61344.77,0,-11459.08,0,17297370,0,0,2411661,435604.3,9027092,161724600,41.01,0,0,0,-736.05,0,0,0,47433.34,0,0,1685.67,0,0,0,0,0,0,0,0,70374.16,19720.33,38662.21,77687.48
2/26/1982,77413.54,0,0,66534.23,0,-10879.4,30324.68,17140060,0,0,2412415,444282.8,9062531,161732500,41.08,0,0,30635.23,-735.6,0,0,0,25744.57,0,0,931.5,0,0,0,0,0,0,0,0,74792.86,19797.66,39350,131883.8
2/27/1982,100092.8,0,0,89913.29,0,-10179.39,34747.34,16851640,0,0,2410425,516204.1,9107505,161742300,40.94,0,0,7658.81,-736.28,0,0,0,63124.1,0,0,2921.78,0,0,0,0,0,0,0,0,85831.8,20063.13,40853.35,228524.4
2/28/1982,95314.03,0,0,84613.67,0,-10700.36,0,16659620,0,0,2409612,527908.5,9153011,161752200,40.95,0,0,0,-736.61,0,0,34747.34,25890.01,0,0,3734.63,0,0,0,0,0,0,0,0,87060.52,20159.68,41551.44,166130.9
3/1/1982,183513.9,6.61,722.99,173741,0,-9042.56,69010.13,16607840,0,0,2413209,682594.8,9216645,161766900,40.18,0,0,463381.1,-739.52,0,0,0,25175.48,0,0,137.39,0,0,0,0,0,0,0,0,108919.3,20817.6,45282.27,420975
3/2/1982,85104.78,0,0,72556.64,0,-12548.63,69010.13,18016250,0,0,2413346,540911.7,9262290,161776900,40.67,0,0,1423242,-737.95,0,0,0,14824.15,0,0,0,0,0,0,0,0,0,0,0,89432.13,20432.76,43780.46,0
3/3/1982,66174.86,0,0,53806.95,0,-12368.11,49225.19,18016250,0,0,2413346,435904.6,9290710,161786500,40.88,0,0,0,-736.53,0,0,19784.94,2.35,0,0,0,0,0,0,0,0,0,0,0,71444.58,20237.29,43016.24,0
3/4/1982,53971.86,0,0,42048.08,0,-11924.2,32949.15,18016180,0,0,2413346,356018.6,9306831,161795600,41.31,0,0,0,-735.51,0,0,16276.04,1.9,0,0,0,0,0,0,0,0,0,0,0,57960.88,20051.56,41830.68,64.8
3/5/1982,45603.41,0,0,34228.73,0,-11374.92,24713.71,18016180,0,0,2413346,294197.5,9314058,161803900,41.54,0,0,0,-734.48,0,0,8235.44,0.86,0,0,0,0,0,0,0,0,0,0,0,47479.2,19880.43,40243.86,0
3/6/1982,39882.53,0,0,29025.79,0,-10856.69,9143.16,18011870,0,0,2413346,247072.3,9312865,161811900,41.49,0,0,0,-733.56,0,0,15570.55,3997.47,0,0,0,0,0,0,0,0,0,0,0,38145.88,19728.36,39328.74,314.21
3/7/1982,36802.1,0,0,26472,0,-10329.94,1707.81,17986390,0,0,2413346,213957.1,9306143,161819100,41.33,0,0,0,-732.8,0,0,7435.35,20513.66,0,0,0,0,0,0,0,0,0,0,0,31227.55,19614.31,37941.26,4967.24
3/8/1982,37573.24,0,0,27714.7,0,-9858.36,34470.51,17934970,0,0,2413346,204242.9,9298004,161825900,41.15,0,0,33098.65,-732.34,0,0,0,24531.25,0,0,0,0,0,0,0,0,0,0,0,28801.82,19574.76,36932.97,27222.98
3/9/1982,41208.27,0,0,31707.2,0,-9500.49,600.44,17856990,0,0,2413346,213285.3,9290321,161832400,40.57,0,0,0,-732.26,0,0,33870.07,28079.24,0,0,0,0,0,0,0,0,0,0,0,28749.51,19592.74,36424.68,49902.55
3/10/1982,64832.93,0,0,55883.15,0,-8948.97,67724.15,17899940,0,0,2413346,290883.9,9293081,161840600,39.76,0,0,291268.1,-733.11,0,0,0,27025.46,0,0,0,0,0,0,0,0,0,0,0,40528,19833.69,37761.17,154170.2
3/11/1982,67100.15,0,0,57796.08,0,-9303.65,69010.13,18149290,0,0,2413346,311210,9299190,161849000,39.35,0,0,377324.6,-733.65,0,0,0,24025.12,0,0,0,0,0,0,0,0,0,0,0,44482.78,19929.25,38366.53,102666.7
3/12/1982,54240.36,0,0,44463.27,0,-9776.88,20467.27,18104180,0,0,2412253,292230.9,9301113,161856200,39.15,0,0,0,-733.64,0,0,48542.86,5.33,0,0,1092.83,0,0,0,0,0,0,0,0,39511.48,19883.37,37581.34,45105.72
3/13/1982,55014.62,0,0,45321.27,0,-9693.12,496.72,18032130,0,0,2367773,293140.9,9303554,161863800,38.91,0,0,0,-733.66,0,0,19970.55,4195.43,0,0,45573.06,0,0,0,0,0,0,0,0,40450.83,19917.02,38004.07,67850.96
3/14/1982,64034.17,0,0,54513.37,0,-9520.58,69010.13,18138050,0,0,2381231,316488.3,9310416,161872000,38.69,0,0,324366.8,-734,0,0,0,1369,0,0,31936.1,0,0,0,0,0,0,0,0,45367.1,20048.23,38499.07,148565.5
3/15/1982,42834.59,0,0,32667.85,0,-10166.98,69010.13,18148030,0,0,2378372,251403.4,9307730,161878600,38.94,0,0,13239.46,-733.29,0,0,0,946.79,0,0,22769.91,0,0,0,0,0,0,0,0,34637.99,19816.46,37318.08,2309.94
3/16/1982,36166.16,0,0,26270.86,0,-9895.51,69010.13,18273220,0,0,2380487,202445.8,9296714,161884400,39.15,0,0,125774.9,-732.61,0,0,0,590.49,0,0,15069.76,0,0,0,0,0,0,0,0,25132.41,19626.61,36141.54,0
3/17/1982,32064.88,0,0,22486.46,0,-9578.58,69010.13,18319100,0,0,2381273,169107.1,9279858,161889000,39.31,0,0,46338.11,-731.95,0,0,0,449.12,0,0,12023.5,0,0,0,0,0,0,0,0,17500.23,19455.32,34351.85,0
3/18/1982,29191.71,0,0,19953.89,0,-9238.09,69010.13,18483810,0,0,2371480,146503.8,9259223,161892800,39.58,0,0,165493.3,-731.57,0,0,0,790.98,0,0,19343.72,0,0,0,0,0,0,0,0,12401.63,19301.34,33033.03,0
3/19/1982,26791.26,0,0,17899.51,0,-8892.02,52881.95,18483770,0,0,2381951,128891.5,9236289,161895200,39.85,0,0,0,-731.2,0,0,16128.18,0,0,0,142.13,0,0,0,0,0,0,0,0,8275.79,19143.46,31207.65,33.17
3/20/1982,25633.19,0,0,17047.47,0,-8585.9,46029.9,18483770,0,0,2385736,120388.9,9212573,161897200,40.02,0,0,0,-730.93,0,0,6852.05,0,0,0,51.47,0,0,0,0,0,0,0,0,6646.66,19027.82,30362.14,0
3/21/1982,24825.59,0,0,16459.13,0,-8366.7,26702.33,18483670,0,0,2387588,115119.9,9188659,161898900,40.26,0,0,0,-730.71,0,0,19327.57,0,0,0,172.35,0,0,0,0,0,0,0,0,5820.77,18930.95,29734.36,105.5
3/22/1982,24300.29,0,0,16133.11,0,-8167.38,6647.12,18483110,0,0,2377577,111571.4,9164723,161900500,40.46,0,0,0,-730.48,0,0,20055.21,0,0,0,11469.66,0,0,0,0,0,0,0,0,5366.44,18849.72,29302.67,559.94
3/23/1982,24083.23,0,0,16062.49,0,-8020.86,33.36,18477770,0,0,2322374,108515.9,9141466,161901400,40.58,0,0,0,-730.29,0,0,6613.76,0,0,0,61080.31,0,0,0,0,0,0,0,0,5222.95,18772.89,28481.06,5335.55
3/24/1982,23755.91,0,0,15839.88,0,-7916.15,0,18454910,0,0,2257908,102989.8,9118830,161901700,40.69,0,0,0,-730.13,0,0,33.36,0,0,0,90693.97,0,0,0,0,0,0,0,0,4956.01,18641.2,27592.64,22857.84
3/25/1982,23360.79,0,0,15506.03,0,-7854.87,0,18413340,0,0,2201073,101236.3,9098715,161901500,40.81,0,0,0,-729.97,0,0,0,0,0,0,96383.99,0,0,0,0,0,0,0,0,6744.22,18465.78,26859.95,41579.08
3/26/1982,22007.19,0,0,14165.84,0,-7841.41,13105.08,18369690,0,0,2198680,93377.19,9079682,161900600,40.87,0,0,13239.46,-729.75,0,0,0,0,0,0,51286.44,0,0,0,0,0,0,0,0,6848.03,18265.18,25881.54,43782.86
3/27/1982,21488.61,0,0,13697.55,0,-7791.11,19657.62,18327560,0,0,2198173,89753.95,9061497,161899300,40.92,0,0,6619.73,-729.57,0,0,0,0,0,0,43587.05,0,0,0,0,0,0,0,0,7165.73,18121.84,25351.67,42197.9
3/28/1982,18741.47,0.44,0,10989.28,0,-7751.9,69010.13,18985740,0,0,2194324,73499.89,9040841,161897400,41.08,0,0,708311.1,-729.28,0,0,0,0,0,0,23975,0,0,0,0,0,0,0,0,3852.48,17938.11,24510.32,775.56
3/29/1982,17666.16,0,0,10097.14,0,-7569.12,69010.13,19727150,0,0,2199715,65315.17,9019217,161895100,41.17,0,0,741409.8,-729.02,0,0,0,0,0,0,8323.02,0,0,0,0,0,0,0,0,2166.08,17793.81,23792.54,0
3/30/1982,17198.84,0,0,9808.52,0,-7390.31,69010.13,20197150,0,0,2196819,62139.24,8997770,161892600,41.16,0,0,470000.8,-728.81,0,0,0,0,0,0,12124.22,0,0,0,0,0,0,0,0,1823.14,17685.43,23274.27,0
3/31/1982,16926.59,0,0,9682.51,0,-7244.08,69010.13,21938140,0,0,2185173,60268.77,8976566,161889900,41.16,0,0,1740989,-728.64,0,0,0,0,0,0,19773.92,0,0,0,0,0,0,0,0,1649.16,17590.74,22856.15,0
4/1/1982,16669.92,0,0,9527.16,0,-7142.81,69010.13,22241820,0,0,2190288,58434.4,8955654,161886900,41.22,0,0,303681.6,-728.5,0,0,0,0,0,0,3185.77,0,0,0,0,0,0,0,0,1497.94,17493.33,22413.56,0
4/2/1982,16708.4,0,0,9651.76,0,-7056.72,69010.13,22602950,0,0,2182092,58291.19,8935343,161883500,41.29,0,0,361134.8,-728.4,0,0,0,0,0,0,14609.01,0,0,0,0,0,0,0,0,1505.93,17429.23,21820.5,0
4/3/1982,16659.93,0,0,9667.57,0,-6992.41,69010.13,23563250,0,0,2158591,57794.37,8915354,161879900,41.35,0,0,960290.3,-728.3,0,0,0,0,0,0,30218.86,0,0,0,0,0,0,0,0,1471.8,17360.89,21464.33,0
4/4/1982,16368.99,0,0,9423.03,0,-6946.01,69010.13,23768440,0,0,2142484,55837.76,8895694,161876000,41.4,0,0,205190.2,-728.21,0,0,0,0,0,0,24557.35,0,0,0,0,0,0,0,0,1352.99,17271.39,21016.54,0
4/5/1982,16078.93,0,0,9179.18,0,-6899.83,47432.57,23768440,0,0,2151014,53862.16,8876129,161872000,41.49,0,0,0,-728.11,0,0,21577.56,0,0,0,198.21,0,0,0,0,0,0,0,0,1249.86,17182.84,20818.17,0
4/6/1982,16161.92,0,0,9324.73,0,-6837.28,69010.13,24058750,0,0,2146264,54064.37,8856516,161868200,41.58,0,0,311889.2,-728.04,0,0,0,0,0,0,11072.81,0,0,0,0,0,0,0,0,1281.08,17132.24,20897.57,0
4/7/1982,16207.06,0,0,9423.95,0,-6783.17,63827.2,24058750,0,0,2152361,54302.81,8837209,161864200,41.64,0,0,0,-727.98,0,0,5182.93,0,0,0,33.95,0,0,0,0,0,0,0,0,1289.18,17084.11,20599.69,0
4/8/1982,16439.48,0,0,9709.97,0,-6729.57,36406.36,24058750,0,0,2156795,55589.99,8817994,161860300,41.71,0,0,0,-727.94,0,0,27420.83,0,0,0,242.62,0,0,0,0,0,0,0,0,1384.68,17060.18,20603.4,0
4/9/1982,16754.12,0,0,10065.7,0,-6688.49,1636.01,24058600,0,0,2137795,57324.84,8798899,161856500,41.77,0,0,0,-727.92,0,0,34770.36,0,0,0,22858.01,0,0,0,0,0,0,0,0,1530.39,17047.39,20629.25,142.47
4/10/1982,18336.28,0,0,11625.68,0,-6710.61,69010.13,24346190,0,0,2113359,61415.64,8780711,161852500,41.79,0,0,369342.4,-727.98,0,0,0,0,0,0,37860.68,0,0,0,0,0,0,0,0,2309.13,17064.85,20500.29,14387.45
4/11/1982,384981.9,101538.6,55487.15,227165,0,-787.56,64866.09,25954170,0,0,2196065,378530.7,8806301,161861700,38.21,0,0,2470491,-737.12,0,0,0,0,0,0,46281.28,0,0,0,0,0,0,0,0,55281.92,18915.03,29694.18,765112.8
4/12/1982,54394.79,0,0,44394.04,0,-10002.41,69010.13,26287130,0,0,2189748,307774.7,8826466,161860500,39.88,0,0,369342.4,-735.31,0,0,0,0,0,0,35150.83,0,0,0,0,0,0,0,0,48136.3,18367.64,27971.11,32232.23
4/13/1982,46840.5,0,0,37553.08,0,-9288.23,69010.13,26256600,0,0,2179437,262943.5,8838407,161859500,40.67,0,0,8207.61,-733.99,0,0,0,0,0,0,35363.49,0,0,0,0,0,0,0,0,39336.22,18368.13,27392.76,38739.43
4/14/1982,44282.7,0,0,35530.77,0,-8752.33,29619.6,26198560,0,0,2206936,240424.3,8847354,161858200,41.08,0,0,0,-733.12,0,0,39390.52,0,0,0,377.6,0,0,0,0,0,0,0,0,35564.31,18408.87,26616.72,58038.95
4/15/1982,45212.64,0,0,36785.89,0,-8426.68,1047.42,26142590,0,0,2191064,236495.6,8855746,161857200,41,0,0,0,-732.55,0,0,28572.18,0,0,0,22432.68,0,0,0,0,0,0,0,0,35033.29,18472.57,26640.64,55973.22
4/16/1982,40554,0,0,32062.23,0,-8491.5,0,26092220,0,0,2166662,217582.4,8860621,161856000,40.73,0,0,0,-732.02,0,0,1047.42,0,0,0,48749.91,0,0,0,0,0,0,0,0,31343.06,18469.93,26467.42,50365.73
4/17/1982,52618.15,0,0,44461.75,0,-8156.21,0,25943280,0,0,2107695,253399.5,8871464,161855800,40.54,0,0,0,-732.2,0,0,0,0,0,0,108052.4,0,0,0,0,0,0,0,0,38263.12,18678.44,27419.37,148943.2
4/18/1982,53713.03,0,0,45261.95,0,-8451.07,0,25774020,0,0,2085121,267383.6,8882662,161856500,40.52,0,0,0,-732.37,0,0,0,0,0,0,111507.3,0,0,0,0,0,0,0,0,39888.36,18798.94,28689.66,169262.9
4/19/1982,46009.49,0,0,37198.14,0,-8811.49,0,25659390,0,0,2095367,243884.1,8888173,161856700,40.65,0,0,0,-732.25,0,0,0,0,0,0,75427.11,0,0,0,0,0,0,0,0,34038.66,18777.89,28525.82,114627.6
4/20/1982,38143.41,0,0,29230.31,0,-8913.28,0,25610570,0,0,2103214,203721.1,8887802,161856300,40.84,0,0,0,-731.69,0,0,0,0,0,0,43066.01,0,0,0,0,0,0,0,0,27515.07,18671.49,27883.25,48821.59
4/21/1982,55675.74,0,0,47406.51,0,-8269.1,0,25426240,0,0,2050341,261713.4,8895302,161858300,40.71,0,0,0,-732.24,0,0,0,0,0,0,113309.2,0,0,0,0,0,0,0,0,37427.61,18924.84,29926.69,184332.5
4/22/1982,70150.19,0,0,61909.3,0,-8240.89,0,25160890,0,0,2018261,318940.1,8911077,161861700,40.7,0,0,0,-733.49,0,0,0,0,0,0,150079.4,0,0,0,0,0,0,0,0,47404.52,19191.47,31627.82,265342.2
4/23/1982,83871.68,0,0,75460.48,0,-8411.05,0,24832900,0,0,2020321,372460.8,8931833,161866300,40.55,0,0,0,-734.8,0,0,0,0,0,0,162458.7,0,0,0,0,0,0,0,0,53957.19,19454.45,33199.88,327995.5
4/24/1982,82982.61,0,0,73935.64,0,-9046.9,0,24535230,0,0,2051693,387962.5,8956545,161871100,40.48,0,0,0,-735.4,0,0,0,0,0,0,137566,0,0,0,0,0,0,0,0,58910.26,19609.53,34197.32,297669.2
4/25/1982,97545.39,0,0,88439.95,0,-9105.35,0,24200010,0,0,2060292,432490.4,8985269,161877800,40.38,0,0,0,-736.18,0,0,0,0,0,0,148352.4,0,0,0,0,0,0,0,0,65179.83,19868.32,36454.27,335223.2
4/26/1982,105630.9,0,0,96144.3,0,-9486.57,0,23848590,0,0,2082652,468595.5,9016427,161886100,40.33,0,0,0,-737.01,0,0,0,0,0,0,147132.5,0,0,0,0,0,0,0,0,69768.79,20086.13,38609.33,351416.4
4/27/1982,118740.5,0,0,109044.8,0,-9695.72,0,23469460,0,0,2087938,513874,9052029,161896100,40.28,0,0,0,-738.2,0,0,0,0,0,0,163378.9,0,0,0,0,0,0,0,0,76494.56,20343.77,40891.55,379127.6
4/28/1982,124262,0,0,114115.9,0,-10146.09,0,23081850,0,0,2104844,546751.3,9089710,161907700,40.17,0,0,0,-739.12,0,0,0,0,0,0,163556,0,0,0,0,0,0,0,0,80714.07,20546.95,43030.71,387613.7
4/29/1982,103416.1,0,0,92274.3,0,-11141.65,0,22797260,0,0,2146781,516478,9123386,161918600,40.08,0,0,0,-738.76,0,0,0,0,0,0,124119.8,0,0,0,0,0,0,0,0,77079.77,20537.48,43401.11,284591.2
4/30/1982,130640.2,0,0,120177.7,0,-10462.54,0,22409280,0,0,2125580,575102.7,9162548,161932200,40.03,0,0,0,-740.05,0,0,0,0,0,0,166454,0,0,0,0,0,0,0,0,84779.37,20844.68,45616.09,387980.8
5/1/1982,161795.8,0,0,151549.9,0,-10245.97,0,21911270,0,0,2202122,646481.5,9213949,161948800,40.12,0,0,0,-741.82,0,0,0,0,0,0,119473.6,0,0,0,0,0,0,0,0,100278.9,21207.69,48875.72,498003.8
5/2/1982,195051.5,0,0,184708.2,0,-10343.03,0,21412250,0,0,2229387,722701,9271938,161967800,39.89,0,0,0,-743.62,0,0,0,0,0,0,122722.7,0,0,0,0,0,0,0,0,109716.8,21594.14,51726.19,499025.1
5/3/1982,214155.9,0,429.81,202851.1,0,-10874.66,0,20913710,0,0,2248157,777446.1,9337032,161988200,39.55,0,0,0,-745.49,0,0,0,0,0,0,124629.6,0,0,0,0,0,0,0,0,119027,21899.99,53930.17,498540.7
5/4/1982,238602.2,0,3763.68,223731,0,-11107.31,0,20383840,0,0,2256742,831333.8,9407367,162010300,39.39,0,0,0,-747.05,0,0,0,0,0,0,135504.8,0,0,0,0,0,0,0,0,126637.4,22231.2,56300.66,529865.4
5/5/1982,227503.4,0,2932.9,212490.1,0,-12080.49,0,19907560,0,0,2278592,842431.4,9474685,162033900,39.43,0,0,0,-747.8,0,0,0,0,0,0,124107.4,0,0,0,0,0,0,0,0,126205.1,22394.54,58884.8,476278.4
5/6/1982,241190.5,0,5620.4,223509.4,0,-12060.61,0,19417670,0,0,2278743,865600.8,9544134,162059400,39.42,0,0,0,-748.61,0,0,0,0,0,0,129644.1,0,0,0,0,0,0,0,0,130467.6,22655.88,61015.75,489892.8
5/7/1982,284702.8,0,12963.23,260304.2,0,-11435.21,0,18843480,0,0,2255405,921130.1,9614987,162087800,39.27,0,0,0,-750.1,0,0,0,0,0,0,157198.3,0,0,0,0,0,0,0,0,134578.5,23034.5,63723.3,574189.7
5/8/1982,248508.2,0,8199.22,227436.6,0,-12871.83,0,18359840,0,0,2277145,905479.8,9681038,162115900,38.69,0,0,0,-750.36,0,0,0,0,0,0,134117.6,0,0,0,0,0,0,0,0,130872.2,23067.73,64818.61,483637.7
5/9/1982,224164,0,5166.02,205493.9,0,-13503.59,15211.98,17949780,0,0,2310121,870462.4,9739849,162144300,38.28,0,0,15367.77,-750.07,0,0,0,0,0,0,99973.68,0,0,0,0,0,0,0,0,124701,23064.9,65885.78,410220.1
5/10/1982,99875.84,0,0,83462.77,0,-16413.1,69010.13,18177830,0,0,2371893,640272.9,9773900,162169100,38.31,0,0,291987.5,-746.37,0,0,0,0,0,0,19057.56,0,0,0,0,0,0,0,0,98410.79,22373.48,64351.91,10134.37
5/11/1982,100621.2,0,0,85917.59,0,-14702.97,65801.03,18131840,0,0,2385172,563380.9,9794491,162196300,37.63,0,0,61471.06,-744.17,0,0,0,0,0,0,25058.95,0,0,0,0,0,0,0,0,85649.76,22332.34,65048.9,110676.7
5/12/1982,123579.6,0,0,110442.1,0,-13136.73,1615.78,17880880,0,0,2395384,607220.7,9820527,162226000,36.9,0,0,0,-743.86,0,0,64185.25,0,0,0,16750.62,0,0,0,0,0,0,0,0,92291.38,22572.67,66249.22,250957.3
5/13/1982,157703.3,0,0,145676,0,-12026.5,0,17550820,0,0,2291853,693649.7,9857352,162257800,36.08,0,0,0,-744.91,0,0,1615.78,0,0,0,120066.1,0,0,0,0,0,0,0,0,104341.1,22915.12,67510.36,330057.1
5/14/1982,161673.7,0,0,149280.4,0,-12392.95,0,17173030,0,0,2275355,720587.3,9896489,162289100,35.73,0,0,0,-745.47,0,0,0,0,0,0,134383.6,0,0,0,0,0,0,0,0,106777.5,23077.7,67635.33,377795.5
5/15/1982,155226.5,0,0,142355.6,0,-12870.72,0,16828670,0,0,2283410,710003.3,9933858,162320100,35.62,0,0,0,-745.69,0,0,0,0,0,0,122434.4,0,0,0,0,0,0,0,0,105215.4,23115.26,67840.64,344353.9
5/16/1982,178039.2,0,41.19,165655.4,0,-12342.48,0,16432580,0,0,2261924,735196.6,9975092,162351800,35.44,0,0,0,-746.68,0,0,0,0,0,0,140633.9,0,0,0,0,0,0,0,0,109353.1,23293.98,68114.49,396090
5/17/1982,207355.2,0,4383.05,190936.5,0,-12035.49,0,15973060,0,0,2235223,772993.8,10020070,162384600,35.23,0,0,0,-748.22,0,0,0,0,0,0,162397.3,0,0,0,0,0,0,0,0,114233.3,23514.94,69253.75,459523.8
5/18/1982,164314.8,0,0,150623.5,0,-13691.4,0,15638460,0,0,2269181,723720.8,10054340,162415900,35.22,0,0,0,-747.76,0,0,0,0,0,0,119220,0,0,0,0,0,0,0,0,103436.1,23362.58,69163.16,334598.1
