Date,StreamOut_Q,HortSroff2Stream_Q,DunnSroff2Stream_Q,Interflow2Stream_Q,Stream2Unsat_Q,StreamExchng2Sat_Q,Canopy_S,SnowPweqv_S,Imperv_S,Dprst_S,Cap_S,Grav_S,Unsat_S,Sat_S,UnsatStream_S,Lake_S,Stream_S,Precip_Q,NetBoundaryFlow2Sat_Q,NetWellFlow_Q,BoundaryStreamFlow_Q,CanopyEvap_Q,SnowEvap_Q,ImpervEvap_Q,DprstEvap_Q,CapET_Q,SwaleEvap_Q,UnsatET_Q,SatET_Q,LakeEvap_Q,DunnInterflow2Lake_Q,HortSroff2Lake_Q,Lake2Unsat_Q,LakeExchng2Sat_Q,SoilDrainage2Unsat_Q,Sat2Grav_Q,RechargeUnsat2Sat_Q,Infil2Soil_Q
9/3/1982,8578.22,0,0,629.63,0,-7948.69,0,216062.3,0,0,409604.3,5829.18,8943697,164300600,41,0,0,0,-731.71,0,0,0,0,0,0,32267.37,0,0,0,0,0,0,0,0,543.42,17966.89,25339.05,10475.49
9/4/1982,8520.13,0,0,604.79,0,-7915.43,0,206331.1,0,0,405053.8,5428.59,8918869,164299300,41.09,0,0,0,-731.59,0,0,0,0,0,0,31567.37,0,0,0,0,0,0,0,0,437.69,17927.66,25270.63,9731.28
9/5/1982,8466.14,0,0,582.39,0,-7883.83,0,196541.7,0,0,398173.8,5113.59,8894016,164298100,41.17,0,0,0,-731.47,0,0,0,0,0,0,33909.15,0,0,0,0,0,0,0,0,382.09,17889.41,25239.43,9789.34
9/6/1982,8409.89,0,0,555.98,0,-7853.99,0,186976.8,0,0,393901.2,4721.21,8869648,164296300,41.26,0,0,0,-731.36,0,0,0,0,0,0,31224.74,0,0,0,0,0,0,0,0,300.56,17851.59,24673.66,9564.93
9/7/1982,8364.38,0,0,540.52,0,-7823.94,0,177539.6,0,0,388638.4,4517.58,8845577,164294300,41.34,0,0,0,-731.25,0,0,0,0,0,0,31929.02,0,0,0,0,0,0,0,0,248.39,17814.42,24323.27,9437.18
9/8/1982,8309.42,0,0,513.88,0,-7795.63,0,168509.5,0,0,382067.1,4176.29,8821406,164292300,41.42,0,0,0,-731.15,0,0,0,0,0,0,33048.97,0,0,0,0,0,0,0,0,157.17,17777.44,24333.2,9030.11
9/9/1982,8247.08,0,0,479.01,0,-7768.15,0,160709.5,0,0,378645.1,3810.02,8797371,164290200,41.49,0,0,0,-731.05,0,0,0,0,0,0,28768.19,0,0,0,0,0,0,0,0,81.63,17740.63,24121.3,7799.95
9/10/1982,8173.31,0,0,430.31,0,-7743.07,0,155341.6,0,0,383839.6,3386.53,8773656,164287800,41.57,0,0,0,-730.95,0,0,0,0,0,0,17813.25,0,0,0,0,0,0,0,0,57.13,17703.93,23776.71,5367.94
9/11/1982,8130.39,0,0,417.78,0,-7712.69,0,150449,0,0,387111.7,3209.7,8750194,164285200,41.65,0,0,0,-730.85,0,0,0,0,0,0,18986.02,0,0,0,0,0,0,0,0,61.71,17668.25,23528.91,4892.57
9/12/1982,8102.75,0,0,419.54,0,-7683.28,0,145115.3,0,0,388425,3140.85,8727011,164282400,41.72,0,0,0,-730.76,0,0,0,0,0,0,21237.89,0,0,0,0,0,0,0,0,65.1,17633.23,23252.74,5333.77
9/13/1982,8067.7,0,0,408.94,0,-7658.82,0,140186,0,0,392290.7,3014.81,8704170,164279300,41.79,0,0,0,-730.67,0,0,0,0,0,0,18320.14,0,0,0,0,0,0,0,0,58.98,17598.55,22904.92,4929.26
9/14/1982,8024.51,0,0,388.82,0,-7635.76,0,136801.6,0,0,399896.8,2824.08,8681564,164276000,41.86,0,0,0,-730.58,0,0,0,0,0,0,13092.67,0,0,0,0,0,0,0,0,51.33,17563.99,22662.36,3384.38
9/15/1982,18656.91,153.71,0,11788.82,0,-6714.24,34505.06,132733.8,0,0,844153.2,36729.88,8661714,164273500,41.72,0,0,522522.8,-731.13,0,0,0,0,0,0,16918.66,0,0,0,0,0,0,0,0,2768.78,17706.35,22622.9,491931.9
9/16/1982,20068.03,164.07,0,12970.86,0,-6933.1,35560.51,129568.3,0,0,1148742,51900.94,8643454,164270400,41.71,0,0,343149.3,-731.5,0,0,0,0,0,0,26084.84,0,0,0,0,0,0,0,0,3982.24,17701.94,22247.61,345095.2
9/17/1982,15697.82,57.81,0,8170.22,0,-7469.89,34505.06,125363.3,0,0,1224788,47977.47,8625420,164266800,41.81,0,0,93586.17,-731.46,0,0,0,0,0,0,31929.45,0,0,0,0,0,0,0,0,4222.57,17655.87,22261.15,98788.78
9/18/1982,22051.09,216.88,0,14743.14,0,-7091.09,34505.06,121546.9,0,0,1464287,66984.14,8609765,164263900,41.83,0,0,288557.4,-731.74,0,0,0,0,0,0,29630.46,0,0,0,0,0,0,0,0,7042.01,17765.42,22701.5,292156.9
9/19/1982,24083.75,207.42,0,16566.71,0,-7309.67,34505.06,117605.7,0,0,1626013,87807.42,8596871,164261300,41.88,0,0,218367.7,-731.98,0,0,0,0,0,0,30421.28,0,0,0,0,0,0,0,0,10455.2,17891.71,23353.65,222101.5
9/20/1982,17480.91,0,0,9530.35,0,-7950.69,34.18,113924.3,0,0,1600434,71658.03,8582693,164257600,42.02,0,0,0,-731.77,0,0,34470.88,0,0,0,45044.8,0,0,0,0,0,0,0,0,8698.81,17864.74,22880.56,3681.42
9/21/1982,16241.7,0,0,8379.5,0,-7862.31,0,109261.6,0,0,1506925,60898.38,8567632,164253500,42.13,0,0,0,-731.54,0,0,34.18,0,0,0,111112.3,0,0,0,0,0,0,0,0,7287.13,17848.89,22352.43,4662.69
9/22/1982,14593.71,0,0,6801.9,0,-7791.91,0,104580.9,0,0,1417279,46618.83,8550524,164248900,42.22,0,0,0,-731.28,0,0,0,0,0,0,115022,0,0,0,0,0,0,0,0,4555.71,17775.13,21668.2,4680.68
9/23/1982,13306.02,0,0,5596.57,0,-7709.54,0,100266.9,0,0,1334415,35758.21,8532294,164244000,42.31,0,0,0,-731.03,0,0,0,0,0,0,107108.7,0,0,0,0,0,0,0,0,3026.19,17693.24,21261.71,4314.04
9/24/1982,61574.2,957.66,1339.34,53848.65,0,-5428.22,34505.06,94439.07,0,0,1847795,187979.1,8530398,164245600,41.99,0,0,826677.8,-732.85,0,0,0,0,0,0,70371.92,0,0,0,0,0,0,0,0,24444.25,18561.48,26343.4,797042.9
9/25/1982,170776.8,1653.73,13024.79,152387.2,0,-3710.37,34505.06,88263.46,0,0,2248350,435937.3,8554507,164254700,41.32,0,0,896867.4,-736.8,0,0,0,0,0,0,49833.34,0,0,0,0,0,0,0,0,57389.16,19752.93,33284.67,901389.3
9/26/1982,55745.39,10.66,0,45159.12,0,-10575.89,34505.06,85591.27,0,0,2250095,344105.4,8569572,164255100,41.61,0,0,7798.85,-736.73,0,0,0,0,0,0,28502.94,0,0,0,0,0,0,0,0,46399.75,19511.08,31335.73,10460.38
9/27/1982,50705.42,88.87,0,40551.68,0,-10065.04,34505.06,83375.25,0,0,2269345,302729.1,8578869,164255500,41.78,0,0,62390.78,-736.28,0,0,0,0,0,0,25636.26,0,0,0,0,0,0,0,0,40054.82,19595.16,30759.14,64517.94
9/28/1982,39411.44,0,0,29359.46,0,-10052.15,9967.74,81854.62,0,0,2283845,247576.2,8581579,164254400,41.94,0,0,0,-735.45,0,0,24537.33,0,0,0,384.04,0,0,0,0,0,0,0,0,31994.3,19561.88,29285.22,1520.62
9/29/1982,89423.39,575.71,0,80866.33,0,-7981.07,67870.76,138996.1,0,0,2374037,388330.7,8604443,164258400,41.67,0,0,483528.5,-736.88,0,0,0,0,0,0,20532.64,0,0,0,0,0,0,0,0,55736.35,20169.29,32874.03,367908.4
9/30/1982,52477.24,0,0,42249.65,0,-10227.77,46337.03,102717.2,0,0,2389785,337790.6,8621508,164259000,41.85,0,0,0,-736.4,0,0,21533.73,0,0,0,204.2,0,0,0,0,0,0,0,0,48694.1,20073.17,31629.66,36278.86
